hsnr,hs,begadr,endadr,labez,labezsuf,certainty,lemma,lesart,labezorig,labezsuforig,suffix2,kontrolle,fehler,suff,vid,vl,korr,lekt,komm,anfalt,endalt,labezalt,lasufalt,base,over,comp,over1,comp1,printout,category,passage
422111,F1,20101010,20101010,a,,1,,χριστου,a,,,,,,,,,,,,,,,,,,,,,,"[20101010,20101011)"
422111,F1,20101012,20101016,a,,1,,υιου του θεου,a,,,,,,,,,,,,,,,,,,,,,,"[20101012,20101017)"
422111,F1,20102002,20102002,a,,1,,καθως,a,,,,,,,,,,,,,,,,,,,,,,"[20102002,20102003)"
422111,F1,20102008,20102014,b,,1,,ησαια τω προφητη,b,,,,,,,,,,,,,,,,,,,,,,"[20102008,20102015)"
422111,F1,20102018,20102018,a,,1,,εγω,a,,,,,,,,,,,,,,,,,,,,,,"[20102018,20102019)"
422111,F1,20102020,20102020,a,,1,,αποστελλω,a,,,,,,,,,,,,,,,,,,,,,,"[20102020,20102021)"
422111,F1,20102032,20102032,a,,1,,σου,a,,,,,,,,,,,,,,,,,,,,,,"[20102032,20102033)"
422111,F1,20102034,20102034,a,,1,,ος,a,,,,,,,,,,,,,,,,,,,,,,"[20102034,20102035)"
422111,F1,20102036,20102036,a,,1,,κατασκευασει,a,,,,,,,,,,,,,,,,,,,,,,"[20102036,20102037)"
422111,F1,20102038,20102040,a,,1,,την οδον,a,,,,,,,,,,,,,,,,,,,,,,"[20102038,20102041)"
422111,F1,20102043,20102043,b,,1,,εμπροσθεν σου,b,,,,,,,,,,,,,,,,,,,,,,"[20102043,20102044)"
422111,F1,20103002,20103029,a,,1,,φωνη βοωντος εν τη ερημω ετοιμασατε την οδον κυριου ευθειας ποιειτε τας τριβους αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[20103002,20103030)"
422111,F1,20103008,20103008,a,,1,,τη,a,,,,,,,,,,,,,,,,,,,,,,"[20103008,20103009)"
422111,F1,20103017,20103017,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20103017,20103018)"
422111,F1,20103028,20103028,a,,1,,αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[20103028,20103029)"
422111,F1,20103029,20103029,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20103029,20103030)"
422111,F1,20104001,20104001,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20104001,20104002)"
422111,F1,20104003,20104003,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20104003,20104004)"
422111,F1,20104005,20104005,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20104005,20104006)"
422111,F1,20104006,20104012,a,,1,,βαπτιζων εν τη ερημω,a,,,,,,,,,,,,,,,,,,,,,,"[20104006,20104013)"
422111,F1,20104013,20104013,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20104013,20104014)"
422111,F1,20104014,20104014,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[20104014,20104015)"
422111,F1,20104020,20104020,a,,1,,μετανοιας,a,,,,,,,,,,,,,,,,,,,,,,"[20104020,20104021)"
422111,F1,20104022,20104026,a,,1,,εις αφεσιν αμαρτιων,a,,,,,,,,,,,,,,,,,,,,,,"[20104022,20104027)"
422111,F1,20105004,20105004,a,,1,,εξεπορευετο,a,,,,,,,,,,,,,,,,,,,,,,"[20105004,20105005)"
422111,F1,20105012,20105014,a,,1,,η ιουδαια,a,,,,,,,,,,,,,,,,,,,,,,"[20105012,20105015)"
422111,F1,20105020,20105022,a,,1,,οι ιεροσολυμιται,a,,,,,,,,,,,,,,,,,,,,,,"[20105020,20105023)"
422111,F1,20105024,20105040,e,,1,,και εβαπτιζοντο παντες εν τω ιορδανη ποταμω υπ αυτου,e,,,,,,,,,,,,,,,,,,,,,,"[20105024,20105041)"
422111,F1,20105041,20105041,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20105041,20105042)"
422111,F1,20105048,20105048,a,,1,,αυτων,a,,,,,,,,,,,,,,,,,,,,,,"[20105048,20105049)"
422111,F1,20106002,20106008,c,,1,,ην δε ο ιωαννης,c,,,,,,,,,,,,,,,,,,,,,,"[20106002,20106009)"
422111,F1,20106010,20106010,a,,1,,ενδεδυμενος,a,,,,,,,,,,,,,,,,,,,,,,"[20106010,20106011)"
422111,F1,20106012,20106012,a,,1,,τριχας,a,,,,,,,,,,,,,,,,,,,,,,"[20106012,20106013)"
422111,F1,20106016,20106028,a,,1,,και ζωνην δερματινην περι την οσφυν αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[20106016,20106029)"
422111,F1,20106018,20106020,a,,1,,ζωνην δερματινην,a,,,,,,,,,,,,,,,,,,,,,,"[20106018,20106021)"
422111,F1,20106028,20106028,a,,1,,αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[20106028,20106029)"
422111,F1,20106030,20106030,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[20106030,20106031)"
422111,F1,20106031,20106031,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20106031,20106032)"
422111,F1,20106032,20106040,a,,1,,εσθιων ακριδας και μελι αγριον,a,,,,,,,,,,,,,,,,,,,,,,"[20106032,20106041)"
422111,F1,20107004,20107006,a,,1,,εκηρυσσεν λεγων,a,,,,,,,,,,,,,,,,,,,,,,"[20107004,20107007)"
422111,F1,20107007,20107007,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20107007,20107008)"
422111,F1,20107008,20107008,a,,1,,ερχεται,a,,,,,,,,,,,,,,,,,,,,,,"[20107008,20107009)"
422111,F1,20107010,20107018,a,,1,,ο ισχυροτερος μου οπισω μου,a,,,,,,,,,,,,,,,,,,,,,,"[20107010,20107019)"
422111,F1,20107010,20107012,a,,1,,ο ισχυροτερος,a,,,,,,,,,,,,,,,,,,,,,,"[20107010,20107013)"
422111,F1,20107014,20107018,a,,1,,μου οπισω μου,a,,,,,,,,,,,,,,,,,,,,,,"[20107014,20107019)"
422111,F1,20107026,20107026,a,,1,,ικανος,a,,,,,,,,,,,,,,,,,,,,,,"[20107026,20107027)"
422111,F1,20107028,20107028,a,,1,,κυψας,a,,,,,,,,,,,,,,,,,,,,,,"[20107028,20107029)"
422111,F1,20107036,20107038,a,,1,,των υποδηματων,a,,,,,,,,,,,,,,,,,,,,,,"[20107036,20107039)"
422111,F1,20108002,20108009,a,,1,,εγω εβαπτισα υμας υδατι,a,,,,,,,,,,,,,,,,,,,,,,"[20108002,20108010)"
422111,F1,20108002,20108002,a,,1,,εγω,a,,,,,,,,,,,,,,,,,,,,,,"[20108002,20108003)"
422111,F1,20108003,20108003,b,,1,,μεν,b,,,,,,,,,,,,,,,,,,,,,,"[20108003,20108004)"
422111,F1,20108004,20108006,a,,1,,εβαπτισα υμας,a,,,,,,,,,,,,,,,,,,,,,,"[20108004,20108007)"
422111,F1,20108007,20108007,b,,1,,εν,b,,,,,,,,,,,,,,,,,,,,,,"[20108007,20108008)"
422111,F1,20108009,20108009,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20108009,20108010)"
422111,F1,20108010,20108012,a,,1,,αυτος δε,a,,,,,,,,,,,,,,,,,,,,,,"[20108010,20108013)"
422111,F1,20108014,20108016,a,,1,,βαπτισει υμας,a,,,,,,,,,,,,,,,,,,,,,,"[20108014,20108017)"
422111,F1,20108018,20108018,a,,1,,εν,a,,,,,,,,,,,,,,,,,,,,,,"[20108018,20108019)"
422111,F1,20108023,20108023,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20108023,20108024)"
422111,F1,20109002,20109004,a,,1,,και εγενετο,a,,,,,,,,,,,,,,,,,,,,,,"[20109002,20109005)"
422111,F1,20109006,20109012,a,,1,,εν εκειναις ταις ημεραις,a,,,,,,,,,,,,,,,,,,,,,,"[20109006,20109013)"
422111,F1,20109013,20109013,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20109013,20109014)"
422111,F1,20109014,20109016,a,,1,,ηλθεν ιησους,a,,,,,,,,,,,,,,,,,,,,,,"[20109014,20109017)"
422111,F1,20109017,20109017,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20109017,20109018)"
422111,F1,20109022,20109024,a,,1,,της γαλιλαιας,a,,,,,,,,,,,,,,,,,,,,,,"[20109022,20109025)"
422111,F1,20109030,20109038,a,,1,,εις τον ιορδανην υπο ιωαννου,a,,,,,,,,,,,,,,,,,,,,,,"[20109030,20109039)"
422111,F1,20109030,20109034,b,,1,,εν τω ιορδανη,b,,,,,,,,,,,,,,,,,,,,,,"[20109030,20109035)"
422111,F1,20109038,20109038,a,,1,,ιωαννου,a,,,,,,,,,,,,,,,,,,,,,,"[20109038,20109039)"
422111,F1,20110004,20110004,a,,1,,ευθυς,a,,,,,,,,,,,,,,,,,,,,,,"[20110004,20110005)"
422111,F1,20110006,20110006,a,,1,,αναβαινων,a,,,,,,,,,,,,,,,,,,,,,,"[20110006,20110007)"
422111,F1,20110008,20110008,b,,1,,απο,b,,,,,,,,,,,,,,,,,,,,,,"[20110008,20110009)"
422111,F1,20110013,20110013,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20110013,20110014)"
422111,F1,20110016,20110020,a,,1,,σχιζομενους τους ουρανους,a,,,,,,,,,,,,,,,,,,,,,,"[20110016,20110021)"
422111,F1,20110024,20110024,a,,1,,το,a,,,,,,,,,,,,,,,,,,,,,,"[20110024,20110025)"
422111,F1,20110027,20110027,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20110027,20110028)"
422111,F1,20110028,20110032,a,,1,,ως περιστεραν καταβαινον,a,,,,,,,,,,,,,,,,,,,,,,"[20110028,20110033)"
422111,F1,20110028,20110028,b,,1,,ωσει,b,,,,,,,,,,,,,,,,,,,,,,"[20110028,20110029)"
422111,F1,20110032,20110032,a,,1,,καταβαινον,a,,,,,,,,,,,,,,,,,,,,,,"[20110032,20110033)"
422111,F1,20110034,20110036,b,,1,,επ αυτον,b,,,,,,,,,,,,,,,,,,,,,,"[20110034,20110037)"
422111,F1,20111003,20111003,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20111003,20111004)"
422111,F1,20111006,20111012,a,,1,,εγενετο εκ των ουρανων,a,,,,,,,,,,,,,,,,,,,,,,"[20111006,20111013)"
422111,F1,20111013,20111013,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20111013,20111014)"
422111,F1,20111014,20111016,a,,1,,συ ει,a,,,,,,,,,,,,,,,,,,,,,,"[20111014,20111017)"
422111,F1,20111018,20111022,a,,1,,ο υιος μου,a,,,,,,,,,,,,,,,,,,,,,,"[20111018,20111023)"
422111,F1,20111030,20111030,a,,1,,σοι,a,,,,,,,,,,,,,,,,,,,,,,"[20111030,20111031)"
422111,F1,20112006,20112012,a,,1,,το πνευμα αυτον εκβαλλει,a,,,,,,,,,,,,,,,,,,,,,,"[20112006,20112013)"
422111,F1,20113002,20113010,d,,1,,και ην εκει,d,,,,,,,,,,,,,,,,,,,,,,"[20113002,20113011)"
422111,F1,20113011,20113011,c,,1,,επι,c,,,,,,,,,,,,,,,,,,,,,,"[20113011,20113012)"
422111,F1,20113012,20113014,b,,1,,ημερας τεσσερακοντα,b,,,,,,,,,,,,,,,,,,,,,,"[20113012,20113015)"
422111,F1,20113015,20113015,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20113015,20113016)"
422111,F1,20113018,20113018,a,,1,,υπο,a,,,,,,,,,,,,,,,,,,,,,,"[20113018,20113019)"
422111,F1,20113022,20113022,a,,1,,σατανα,a,,,,,,,,,,,,,,,,,,,,,,"[20113022,20113023)"
422111,F1,20113027,20113027,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20113027,20113028)"
422111,F1,20113033,20113033,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20113033,20113034)"
422111,F1,20113036,20113036,a,,1,,οι,a,,,,,,,,,,,,,,,,,,,,,,"[20113036,20113037)"
422111,F1,20114002,20114004,a,,1,,μετα δε,a,,,,,,,,,,,,,,,,,,,,,,"[20114002,20114005)"
422111,F1,20114006,20114006,a,,1,,το,a,,,,,,,,,,,,,,,,,,,,,,"[20114006,20114007)"
422111,F1,20114009,20114009,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20114009,20114010)"
422111,F1,20114010,20114010,a,,1,,τον,a,,,,,,,,,,,,,,,,,,,,,,"[20114010,20114011)"
422111,F1,20114016,20114018,a,,1,,ο ιησους,a,,,,,,,,,,,,,,,,,,,,,,"[20114016,20114019)"
422111,F1,20114020,20114024,a,,1,,εις την γαλιλαιαν,a,,,,,,,,,,,,,,,,,,,,,,"[20114020,20114025)"
422111,F1,20114025,20114025,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20114025,20114026)"
422111,F1,20114028,20114030,a,,1,,το ευαγγελιον,a,,,,,,,,,,,,,,,,,,,,,,"[20114028,20114031)"
422111,F1,20114032,20114034,a,,1,,του θεου,a,,,,,,,,,,,,,,,,,,,,,,"[20114032,20114035)"
422111,F1,20115002,20115004,a,,1,,και λεγων,a,,,,,,,,,,,,,,,,,,,,,,"[20115002,20115005)"
422111,F1,20115006,20115006,b,,1,,,b,,,,,,,,,,,,,,,,,,,,,,"[20115006,20115007)"
422111,F1,20115008,20115014,a,,1,,πεπληρωται ο καιρος και,a,,,,,,,,,,,,,,,,,,,,,,"[20115008,20115015)"
422111,F1,20115016,20115024,a,,1,,ηγγικεν η βασιλεια του θεου,a,,,,,,,,,,,,,,,,,,,,,,"[20115016,20115025)"
422111,F1,20115016,20115016,a,,1,,ηγγικεν,a,,,,,,,,,,,,,,,,,,,,,,"[20115016,20115017)"
422111,F1,20115022,20115024,a,,1,,του θεου,a,,,,,,,,,,,,,,,,,,,,,,"[20115022,20115025)"
422111,F1,20115028,20115028,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[20115028,20115029)"
422111,F1,20115030,20115030,a,,1,,πιστευετε,a,,,,,,,,,,,,,,,,,,,,,,"[20115030,20115031)"
422111,F1,20115032,20115032,a,,1,,εν,a,,,,,,,,,,,,,,,,,,,,,,"[20115032,20115033)"
422111,F1,20115034,20115034,a,,1,,τω,a,,,,,,,,,,,,,,,,,,,,,,"[20115034,20115035)"
422111,F1,20115037,20115037,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20115037,20115038)"
422111,F1,20116002,20116004,e,,1,,περιπατων δε,e,,,,,,,,,,,,,,,,,,,,,,"[20116002,20116005)"
422111,F1,20116005,20116005,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20116005,20116006)"
422111,F1,20116006,20116006,a,,1,,παρα,a,,,,,,,,,,,,,,,,,,,,,,"[20116006,20116007)"
422111,F1,20116012,20116014,a,,1,,της γαλιλαιας,a,,,,,,,,,,,,,,,,,,,,,,"[20116012,20116015)"
422111,F1,20116017,20116017,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20116017,20116018)"
422111,F1,20116019,20116019,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20116019,20116020)"
422111,F1,20116024,20116028,a,,1,,τον αδελφον σιμωνος,a,,,,,,,,,,,,,,,,,,,,,,"[20116024,20116029)"
422111,F1,20116028,20116028,d,,1,,του σιμωνος,d,,,,,,,,,,,,,,,,,,,,,,"[20116028,20116029)"
422111,F1,20116030,20116030,e,,1,,αμφιβληστρον βαλλοντας,e,,,,,,,,,,,,,,,,,,,,,,"[20116030,20116031)"
422111,F1,20116032,20116036,a,,1,,εν τη θαλασση,a,,,,,,,,,,,,,,,,,,,,,,"[20116032,20116037)"
422111,F1,20117004,20117004,a,,1,,ειπεν,a,,,,,,,,,,,,,,,,,,,,,,"[20117004,20117005)"
422111,F1,20117008,20117010,a,,1,,ο ιησους,a,,,,,,,,,,,,,,,,,,,,,,"[20117008,20117011)"
422111,F1,20117014,20117016,a,,1,,οπισω μου,a,,,,,,,,,,,,,,,,,,,,,,"[20117014,20117017)"
422111,F1,20117021,20117021,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20117021,20117022)"
422111,F1,20117022,20117022,a,,1,,υμας,a,,,,,,,,,,,,,,,,,,,,,,"[20117022,20117023)"
422111,F1,20117024,20118011,a,,1,,γενεσθαι αλιεις ανθρωπων και ευθυς αφεντες τα δικτυα,a,,,,,,,,,,,,,,,,,,,,,,"[20117024,20118012)"
422111,F1,20117024,20117028,d,,1,,αλιεις ανθρωπων,d,,,,,,,,,,,,,,,,,,,,,,"[20117024,20117029)"
422111,F1,20118002,20118002,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[20118002,20118003)"
422111,F1,20118006,20118006,a,,1,,αφεντες,a,,,,,,,,,,,,,,,,,,,,,,"[20118006,20118007)"
422111,F1,20118008,20118010,a,,1,,τα δικτυα,a,,,,,,,,,,,,,,,,,,,,,,"[20118008,20118011)"
422111,F1,20118011,20118011,c,,1,,αυτων,c,,,,,,,,,,,,,,,,,,,,,,"[20118011,20118012)"
422111,F1,20118012,20118012,a,,1,,ηκολουθησαν,a,,,,,,,,,,,,,,,,,,,,,,"[20118012,20118013)"
422111,F1,20118014,20118014,a,,1,,αυτω,a,,,,,,,,,,,,,,,,,,,,,,"[20118014,20118015)"
422111,F1,20119004,20119004,a,,1,,προβας,a,,,,,,,,,,,,,,,,,,,,,,"[20119004,20119005)"
422111,F1,20119006,20119006,a,,1,,ολιγον,a,,,,,,,,,,,,,,,,,,,,,,"[20119006,20119007)"
422111,F1,20119009,20119009,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20119009,20119010)"
422111,F1,20119012,20119012,a,,1,,τον,a,,,,,,,,,,,,,,,,,,,,,,"[20119012,20119013)"
422111,F1,20119014,20119014,a,,1,,του,a,,,,,,,,,,,,,,,,,,,,,,"[20119014,20119015)"
422111,F1,20119022,20119026,a,,1,,τον αδελφον αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[20119022,20119027)"
422111,F1,20119028,20119030,a,,1,,και αυτους,a,,,,,,,,,,,,,,,,,,,,,,"[20119028,20119031)"
422111,F1,20119032,20119038,a,,1,,εν τω πλοιω καταρτιζοντας,a,,,,,,,,,,,,,,,,,,,,,,"[20119032,20119039)"
422111,F1,20119034,20119034,a,,1,,τω,a,,,,,,,,,,,,,,,,,,,,,,"[20119034,20119035)"
422111,F1,20119038,20119038,a,,1,,καταρτιζοντας,a,,,,,,,,,,,,,,,,,,,,,,"[20119038,20119039)"
422111,F1,20119043,20119043,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20119043,20119044)"
422111,F1,20120002,20120008,a,,1,,και ευθυς εκαλεσεν αυτους,a,,,,,,,,,,,,,,,,,,,,,,"[20120002,20120009)"
422111,F1,20120010,20120010,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[20120010,20120011)"
422111,F1,20120013,20120013,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20120013,20120014)"
422111,F1,20120014,20120032,a,,1,,τον πατερα αυτων ζεβεδαιον εν τω πλοιω μετα των μισθωτων,a,,,,,,,,,,,,,,,,,,,,,,"[20120014,20120033)"
422111,F1,20120018,20120018,a,,1,,αυτων,a,,,,,,,,,,,,,,,,,,,,,,"[20120018,20120019)"
422111,F1,20120022,20120032,a,,1,,εν τω πλοιω μετα των μισθωτων,a,,,,,,,,,,,,,,,,,,,,,,"[20120022,20120033)"
422111,F1,20120032,20120032,b,,1,,μισθιων,b,,,,,,,,,,,,,,,,,,,,,,"[20120032,20120033)"
422111,F1,20120033,20120033,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20120033,20120034)"
422111,F1,20120034,20120038,a,,1,,απηλθον οπισω αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[20120034,20120039)"
422111,F1,20120034,20120034,a,,1,,απηλθον,a,,,,,,,,,,,,,,,,,,,,,,"[20120034,20120035)"
422111,F1,20120038,20120038,a,,1,,αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[20120038,20120039)"
422111,F1,20121004,20121004,b,,1,,εισπορευεται,b,,,,,,,,,,,,,,,,,,,,,,"[20121004,20121005)"
422111,F1,20121010,20121010,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[20121010,20121011)"
422111,F1,20121014,20121026,a,,1,,τοις σαββασιν εισελθων εις την συναγωγην εδιδασκεν,a,,,,,,,,,,,,,,,,,,,,,,"[20121014,20121027)"
422111,F1,20121027,20121027,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20121027,20121028)"
422111,F1,20122002,20122002,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[20122002,20122003)"
422111,F1,20122005,20122005,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20122005,20122006)"
422111,F1,20122006,20122006,a,,1,,επι,a,,,,,,,,,,,,,,,,,,,,,,"[20122006,20122007)"
422111,F1,20122020,20122020,a,,1,,αυτους,a,,,,,,,,,,,,,,,,,,,,,,"[20122020,20122021)"
422111,F1,20122028,20122028,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[20122028,20122029)"
422111,F1,20122037,20122037,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20122037,20122038)"
422111,F1,20123002,20123004,a,,1,,και ευθυς,a,,,,,,,,,,,,,,,,,,,,,,"[20123002,20123005)"
422111,F1,20123006,20123017,a,,1,,ην εν τη συναγωγη αυτων ανθρωπος,a,,,,,,,,,,,,,,,,,,,,,,"[20123006,20123018)"
422111,F1,20123007,20123007,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20123007,20123008)"
422111,F1,20123014,20123014,a,,1,,αυτων,a,,,,,,,,,,,,,,,,,,,,,,"[20123014,20123015)"
422111,F1,20123017,20123017,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20123017,20123018)"
422111,F1,20123022,20123022,a,,1,,ακαθαρτω,a,,,,,,,,,,,,,,,,,,,,,,"[20123022,20123023)"
422111,F1,20123023,20123023,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20123023,20123024)"
422111,F1,20123026,20123026,a,,1,,ανεκραξεν,a,,,,,,,,,,,,,,,,,,,,,,"[20123026,20123027)"
422111,F1,20123027,20123027,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20123027,20123028)"
422111,F1,20124003,20124003,b,,1,,εα,b,,,,,,,,,,,,,,,,,,,,,,"[20124003,20124004)"
422111,F1,20124006,20124006,a,,1,,ημιν,a,,,,,,,,,,,,,,,,,,,,,,"[20124006,20124007)"
422111,F1,20124012,20124012,a,,1,,ιησου,a,,,,,,,,,,,,,,,,,,,,,,"[20124012,20124013)"
422111,F1,20124016,20124016,a,,1,,ηλθες,a,,,,,,,,,,,,,,,,,,,,,,"[20124016,20124017)"
422111,F1,20124018,20124020,a,,1,,απολεσαι ημας,a,,,,,,,,,,,,,,,,,,,,,,"[20124018,20124021)"
422111,F1,20124022,20124022,a,,1,,οιδα,a,,,,,,,,,,,,,,,,,,,,,,"[20124022,20124023)"
422111,F1,20124024,20124024,a,,1,,σε,a,,,,,,,,,,,,,,,,,,,,,,"[20124024,20124025)"
422111,F1,20124026,20124026,a,,1,,τις,a,,,,,,,,,,,,,,,,,,,,,,"[20124026,20124027)"
422111,F1,20124030,20124036,a,,1,,ο αγιος του θεου,a,,,,,,,,,,,,,,,,,,,,,,"[20124030,20124037)"
422111,F1,20125002,20125012,a,,1,,και επετιμησεν αυτω ο ιησους λεγων,a,,,,,,,,,,,,,,,,,,,,,,"[20125002,20125013)"
422111,F1,20125006,20125010,a,,1,,αυτω ο ιησους,a,,,,,,,,,,,,,,,,,,,,,,"[20125006,20125011)"
422111,F1,20125006,20125006,a,,1,,αυτω,a,,,,,,,,,,,,,,,,,,,,,,"[20125006,20125007)"
422111,F1,20125012,20125012,a,,1,,λεγων,a,,,,,,,,,,,,,,,,,,,,,,"[20125012,20125013)"
422111,F1,20125014,20125022,a,,1,,φιμωθητι και εξελθε εξ αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[20125014,20125023)"
422111,F1,20125016,20125016,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[20125016,20125017)"
422111,F1,20125020,20125022,a,,1,,εξ αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[20125020,20125023)"
422111,F1,20125023,20125023,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20125023,20125024)"
422111,F1,20126003,20126003,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20126003,20126004)"
422111,F1,20126004,20126014,a,,1,,σπαραξαν αυτον το πνευμα το ακαθαρτον,a,,,,,,,,,,,,,,,,,,,,,,"[20126004,20126015)"
422111,F1,20126010,20126014,a,,1,,πνευμα το ακαθαρτον,a,,,,,,,,,,,,,,,,,,,,,,"[20126010,20126015)"
422111,F1,20126016,20126029,a,,1,,και φωνησαν φωνη μεγαλη εξηλθεν εξ αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[20126016,20126030)"
422111,F1,20126018,20126018,c,,1,,κραξαν,c,,,,,,,,,,,,,,,,,,,,,,"[20126018,20126019)"
422111,F1,20126019,20126019,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20126019,20126020)"
422111,F1,20126020,20126022,a,,1,,φωνη μεγαλη,a,,,,,,,,,,,,,,,,,,,,,,"[20126020,20126023)"
422111,F1,20126023,20126023,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20126023,20126024)"
422111,F1,20126024,20126028,a,,1,,εξηλθεν εξ αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[20126024,20126029)"
422111,F1,20126029,20126029,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20126029,20126030)"
422111,F1,20127004,20127006,b,,1,,εθαμβηθησαν παντες,b,,,,,,,,,,,,,,,,,,,,,,"[20127004,20127007)"
422111,F1,20127008,20127010,a,,1,,ωστε συζητειν,a,,,,,,,,,,,,,,,,,,,,,,"[20127008,20127011)"
422111,F1,20127012,20127014,a,,1,,προς εαυτους,a,,,,,,,,,,,,,,,,,,,,,,"[20127012,20127015)"
422111,F1,20127016,20127016,a,,1,,λεγοντας,a,,,,,,,,,,,,,,,,,,,,,,"[20127016,20127017)"
422111,F1,20127018,20127022,a,,1,,τι εστιν τουτο,a,,,,,,,,,,,,,,,,,,,,,,"[20127018,20127023)"
422111,F1,20127024,20127026,f,,1,,διδαχη καινη αυτη,f,,,,,,,,,,,,,,,,,,,,,,"[20127024,20127027)"
422111,F1,20127028,20127032,a,,1,,κατ εξουσιαν και,a,,,,,,,,,,,,,,,,,,,,,,"[20127028,20127033)"
422111,F1,20127034,20127042,a,,1,,τοις πνευμασιν τοις ακαθαρτοις επιτασσει,a,,,,,,,,,,,,,,,,,,,,,,"[20127034,20127043)"
422111,F1,20127046,20127046,a,,1,,υπακουουσιν,a,,,,,,,,,,,,,,,,,,,,,,"[20127046,20127047)"
422111,F1,20127048,20127048,a,,1,,αυτω,a,,,,,,,,,,,,,,,,,,,,,,"[20127048,20127049)"
422111,F1,20128002,20128004,c,,1,,εξηλθεν δε,c,,,,,,,,,,,,,,,,,,,,,,"[20128002,20128005)"
422111,F1,20128010,20128010,a,,1,,αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[20128010,20128011)"
422111,F1,20128012,20128014,e,,1,,,e,,,,,,,,,,,,,,,,,,,,,,"[20128012,20128015)"
422111,F1,20128018,20128018,a,,1,,ολην,a,,,,,,,,,,,,,,,,,,,,,,"[20128018,20128019)"
422111,F1,20128020,20128020,a,,1,,την,a,,,,,,,,,,,,,,,,,,,,,,"[20128020,20128021)"
422111,F1,20128024,20128026,a,,1,,της γαλιλαιας,a,,,,,,,,,,,,,,,,,,,,,,"[20128024,20128027)"
