hsnr,hs,begadr,endadr,labez,labezsuf,certainty,lemma,lesart,labezorig,labezsuforig,suffix2,kontrolle,fehler,suff,vid,vl,korr,lekt,komm,anfalt,endalt,labezalt,lasufalt,base,over,comp,over1,comp1,printout,category,passage
422111,F1,20918008,20918014,a,,1,,αυτον καταλαβη ρησσει αυτον,a,,,,,,,,,,,,,,,,,,,,,,"[20918008,20918015)"
422111,F1,20918012,20918012,a,,1,,ρησσει,a,,,,,,,,,,,,,,,,,,,,,,"[20918012,20918013)"
422111,F1,20918014,20918014,a,,1,,αυτον,a,,,,,,,,,,,,,,,,,,,,,,"[20918014,20918015)"
422111,F1,20918018,20918027,a,,1,,αφριζει και τριζει τους οδοντας,a,,,,,,,,,,,,,,,,,,,,,,"[20918018,20918028)"
422111,F1,20918018,20918022,a,,1,,αφριζει και τριζει,a,,,,,,,,,,,,,,,,,,,,,,"[20918018,20918023)"
422111,F1,20918027,20918027,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20918027,20918028)"
422111,F1,20918030,20918030,a,,1,,ξηραινεται,a,,,,,,,,,,,,,,,,,,,,,,"[20918030,20918031)"
422111,F1,20918044,20918046,a,,1,,αυτο εκβαλωσιν,a,,,,,,,,,,,,,,,,,,,,,,"[20918044,20918047)"
422111,F1,20918044,20918044,a,,1,,αυτο,a,,,,,,,,,,,,,,,,,,,,,,"[20918044,20918045)"
422111,F1,20918046,20918046,a,,1,,εκβαλωσιν,a,,,,,,,,,,,,,,,,,,,,,,"[20918046,20918047)"
422111,F1,20918052,20918052,a,,1,,ισχυσαν,a,,,,,,,,,,,,,,,,,,,,,,"[20918052,20918053)"
422111,F1,20918053,20918053,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20918053,20918054)"
422111,F1,20919002,20919010,p,,1,,και αποκριθεις αυτοις λεγει,p,,,,,,,,,,,,,,,,,,,,,,"[20919002,20919011)"
422111,F1,20919016,20919016,a,,1,,απιστος,a,,,,,,,,,,,,,,,,,,,,,,"[20919016,20919017)"
422111,F1,20919017,20919017,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20919017,20919018)"
422111,F1,20919018,20919026,a,,1,,εως ποτε προς υμας εσομαι,a,,,,,,,,,,,,,,,,,,,,,,"[20919018,20919027)"
422111,F1,20919022,20919026,a,,1,,προς υμας εσομαι,a,,,,,,,,,,,,,,,,,,,,,,"[20919022,20919027)"
422111,F1,20919028,20919034,a,,1,,εως ποτε ανεξομαι υμων,a,,,,,,,,,,,,,,,,,,,,,,"[20919028,20919035)"
422111,F1,20919028,20919030,a,,1,,εως ποτε,a,,,,,,,,,,,,,,,,,,,,,,"[20919028,20919031)"
422111,F1,20919032,20919034,a,,1,,ανεξομαι υμων,a,,,,,,,,,,,,,,,,,,,,,,"[20919032,20919035)"
422111,F1,20919036,20919036,a,,1,,φερετε,a,,,,,,,,,,,,,,,,,,,,,,"[20919036,20919037)"
422111,F1,20919037,20919037,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20919037,20919038)"
422111,F1,20919039,20919039,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20919039,20919040)"
422111,F1,20920008,20920026,a,,1,,προς αυτον και ιδων αυτον το πνευμα ευθυς συνεσπαραξεν αυτον,a,,,,,,,,,,,,,,,,,,,,,,"[20920008,20920027)"
422111,F1,20920008,20920010,a,,1,,προς αυτον,a,,,,,,,,,,,,,,,,,,,,,,"[20920008,20920011)"
422111,F1,20920012,20920026,a,,1,,και ιδων αυτον το πνευμα ευθυς συνεσπαραξεν αυτον,a,,,,,,,,,,,,,,,,,,,,,,"[20920012,20920027)"
422111,F1,20920012,20920022,c,,1,,και ιδων αυτον ευθεως το πνευμα,c,,,,,,,,,,,,,,,,,,,,,,"[20920012,20920023)"
422111,F1,20920024,20920024,b,,1,,εσπαραξεν,b,,,,,,,,,,,,,,,,,,,,,,"[20920024,20920025)"
422111,F1,20920026,20920026,a,,1,,αυτον,a,,,,,,,,,,,,,,,,,,,,,,"[20920026,20920027)"
422111,F1,20920028,20920030,a,,1,,και πεσων,a,,,,,,,,,,,,,,,,,,,,,,"[20920028,20920031)"
422111,F1,20920034,20920036,a,,1,,της γης,a,,,,,,,,,,,,,,,,,,,,,,"[20920034,20920037)"
422111,F1,20921004,20921004,a,,1,,επηρωτησεν,a,,,,,,,,,,,,,,,,,,,,,,"[20921004,20921005)"
422111,F1,20921006,20921010,d,,1,,ο ιησους τον πατερα αυτου,d,,,,,,,,,,,,,,,,,,,,,,"[20921006,20921011)"
422111,F1,20921011,20921011,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20921011,20921012)"
422111,F1,20921012,20921016,a,,1,,ποσος χρονος εστιν,a,,,,,,,,,,,,,,,,,,,,,,"[20921012,20921017)"
422111,F1,20921012,20921014,a,,1,,ποσος χρονος,a,,,,,,,,,,,,,,,,,,,,,,"[20921012,20921015)"
422111,F1,20921015,20921015,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20921015,20921016)"
422111,F1,20921018,20921018,a,,1,,ως,a,,,,,,,,,,,,,,,,,,,,,,"[20921018,20921019)"
422111,F1,20921020,20921020,a,,1,,τουτο,a,,,,,,,,,,,,,,,,,,,,,,"[20921020,20921021)"
422111,F1,20921022,20921022,a,,1,,γεγονεν,a,,,,,,,,,,,,,,,,,,,,,,"[20921022,20921023)"
422111,F1,20921024,20921030,a,,1,,αυτω ο δε ειπεν,a,,,,,,,,,,,,,,,,,,,,,,"[20921024,20921031)"
422111,F1,20921032,20921034,b,,1,,εκ παιδοθεν,b,,,,,,,,,,,,,,,,,,,,,,"[20921032,20921035)"
422111,F1,20922002,20922004,a,,1,,και πολλακις,a,,,,,,,,,,,,,,,,,,,,,,"[20922002,20922005)"
422111,F1,20922006,20922020,a,,1,,και εις πυρ αυτον εβαλεν και εις υδατα,a,,,,,,,,,,,,,,,,,,,,,,"[20922006,20922021)"
422111,F1,20922006,20922012,f,,1,,αυτον εις πυρ,f,,,,,,,,,,,,,,,,,,,,,,"[20922006,20922013)"
422111,F1,20922014,20922014,b,,1,,εβαλλεν,b,,,,,,,,,,,,,,,,,,,,,,"[20922014,20922015)"
422111,F1,20922019,20922019,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20922019,20922020)"
422111,F1,20922020,20922020,a,,1,,υδατα,a,,,,,,,,,,,,,,,,,,,,,,"[20922020,20922021)"
422111,F1,20922024,20922026,c,,1,,αυτον απολεση,c,,,,,,,,,,,,,,,,,,,,,,"[20922024,20922027)"
422111,F1,20922032,20922032,a,,1,,τι,a,,,,,,,,,,,,,,,,,,,,,,"[20922032,20922033)"
422111,F1,20922036,20922044,a,,1,,βοηθησον ημιν σπλαγχνισθεις εφ ημας,a,,,,,,,,,,,,,,,,,,,,,,"[20922036,20922045)"
422111,F1,20922036,20922036,a,,1,,βοηθησον,a,,,,,,,,,,,,,,,,,,,,,,"[20922036,20922037)"
422111,F1,20922042,20922044,a,,1,,εφ ημας,a,,,,,,,,,,,,,,,,,,,,,,"[20922042,20922045)"
422111,F1,20923006,20923006,a,,1,,ιησους,a,,,,,,,,,,,,,,,,,,,,,,"[20923006,20923007)"
422111,F1,20923010,20923010,a,,1,,αυτω,a,,,,,,,,,,,,,,,,,,,,,,"[20923010,20923011)"
422111,F1,20923012,20923012,a,,1,,το,a,,,,,,,,,,,,,,,,,,,,,,"[20923012,20923013)"
422111,F1,20923015,20923015,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20923015,20923016)"
422111,F1,20923017,20923017,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20923017,20923018)"
422111,F1,20923019,20923019,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20923019,20923020)"
422111,F1,20923024,20923024,a,,1,,πιστευοντι,a,,,,,,,,,,,,,,,,,,,,,,"[20923024,20923025)"
422111,F1,20924002,20924002,b,,1,,και ευθυς,b,,,,,,,,,,,,,,,,,,,,,,"[20924002,20924003)"
422111,F1,20924004,20924004,a,,1,,κραξας,a,,,,,,,,,,,,,,,,,,,,,,"[20924004,20924005)"
422111,F1,20924006,20924012,c,,1,,ο πατηρ του παιδος μετα δακρυων,c,,,,,,,,,,,,,,,,,,,,,,"[20924006,20924013)"
422111,F1,20924014,20924014,a,,1,,ελεγεν,a,,,,,,,,,,,,,,,,,,,,,,"[20924014,20924015)"
422111,F1,20924017,20924017,b,,1,,κυριε,b,,,,,,,,,,,,,,,,,,,,,,"[20924017,20924018)"
422111,F1,20924018,20924018,a,,1,,βοηθει,a,,,,,,,,,,,,,,,,,,,,,,"[20924018,20924019)"
422111,F1,20924020,20924024,a,,1,,μου τη απιστια,a,,,,,,,,,,,,,,,,,,,,,,"[20924020,20924025)"
422111,F1,20925002,20925006,a,,1,,ιδων δε ο,a,,,,,,,,,,,,,,,,,,,,,,"[20925002,20925007)"
422111,F1,20925010,20925010,a,,1,,οτι,a,,,,,,,,,,,,,,,,,,,,,,"[20925010,20925011)"
422111,F1,20925012,20925012,a,,1,,επισυντρεχει,a,,,,,,,,,,,,,,,,,,,,,,"[20925012,20925013)"
422111,F1,20925013,20925013,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20925013,20925014)"
422111,F1,20925014,20925014,c,,1,,οχλος πολυς,c,,,,,,,,,,,,,,,,,,,,,,"[20925014,20925015)"
422111,F1,20925020,20925024,b,,1,,πνευματι,b,,,,,,,,,,,,,,,,,,,,,,"[20925020,20925025)"
422111,F1,20925026,20925026,a,,1,,λεγων,a,,,,,,,,,,,,,,,,,,,,,,"[20925026,20925027)"
422111,F1,20925028,20925028,a,,1,,αυτω,a,,,,,,,,,,,,,,,,,,,,,,"[20925028,20925029)"
422111,F1,20925030,20925038,a,,1,,το αλαλον και κωφον πνευμα,a,,,,,,,,,,,,,,,,,,,,,,"[20925030,20925039)"
422111,F1,20925040,20925040,a,,1,,εγω,a,,,,,,,,,,,,,,,,,,,,,,"[20925040,20925041)"
422111,F1,20925042,20925044,b,,1,,σοι επιτασσω,b,,,,,,,,,,,,,,,,,,,,,,"[20925042,20925045)"
422111,F1,20925046,20925046,a,,1,,εξελθε,a,,,,,,,,,,,,,,,,,,,,,,"[20925046,20925047)"
422111,F1,20925048,20925048,a,,1,,εξ,a,,,,,,,,,,,,,,,,,,,,,,"[20925048,20925049)"
422111,F1,20925052,20925060,a,,1,,και μηκετι εισελθης εις αυτον,a,,,,,,,,,,,,,,,,,,,,,,"[20925052,20925061)"
422111,F1,20925055,20925055,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20925055,20925056)"
422111,F1,20925060,20925060,a,,1,,αυτον,a,,,,,,,,,,,,,,,,,,,,,,"[20925060,20925061)"
422111,F1,20926002,20926010,d,,1,,και κραξαν πολλα και σπαραξαν,d,,,,,,,,,,,,,,,,,,,,,,"[20926002,20926011)"
422111,F1,20926011,20926011,b,,1,,αυτον,b,,,,,,,,,,,,,,,,,,,,,,"[20926011,20926012)"
422111,F1,20926013,20926013,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20926013,20926014)"
422111,F1,20926016,20926016,a,,1,,εγενετο,a,,,,,,,,,,,,,,,,,,,,,,"[20926016,20926017)"
422111,F1,20926018,20926018,a,,1,,ωσει,a,,,,,,,,,,,,,,,,,,,,,,"[20926018,20926019)"
422111,F1,20926022,20926022,a,,1,,ωστε,a,,,,,,,,,,,,,,,,,,,,,,"[20926022,20926023)"
422111,F1,20926024,20926024,b,,1,,,b,,,,,,,,,,,,,,,,,,,,,,"[20926024,20926025)"
422111,F1,20926028,20926028,a,,1,,λεγειν,a,,,,,,,,,,,,,,,,,,,,,,"[20926028,20926029)"
422111,F1,20926030,20926030,a,,1,,οτι,a,,,,,,,,,,,,,,,,,,,,,,"[20926030,20926031)"
422111,F1,20927004,20927006,a,,1,,δε ιησους,a,,,,,,,,,,,,,,,,,,,,,,"[20927004,20927007)"
422111,F1,20927010,20927018,a,,1,,της χειρος αυτου ηγειρεν αυτον,a,,,,,,,,,,,,,,,,,,,,,,"[20927010,20927019)"
422111,F1,20927010,20927014,a,,1,,της χειρος αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[20927010,20927015)"
422111,F1,20927020,20927022,a,,1,,και ανεστη,a,,,,,,,,,,,,,,,,,,,,,,"[20927020,20927023)"
422111,F1,20927023,20927023,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20927023,20927024)"
422111,F1,20928004,20928010,a,,1,,εισελθοντος αυτου εις οικον,a,,,,,,,,,,,,,,,,,,,,,,"[20928004,20928011)"
422111,F1,20928004,20928006,a,,1,,εισελθοντος αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[20928004,20928007)"
422111,F1,20928008,20928020,a,,1,,εις οικον οι μαθηται αυτου κατ ιδιαν,a,,,,,,,,,,,,,,,,,,,,,,"[20928008,20928021)"
422111,F1,20928009,20928009,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20928009,20928010)"
422111,F1,20928012,20928024,a,,1,,οι μαθηται αυτου κατ ιδιαν επηρωτων αυτον,a,,,,,,,,,,,,,,,,,,,,,,"[20928012,20928025)"
422111,F1,20928016,20928016,a,,1,,αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[20928016,20928017)"
422111,F1,20928018,20928025,a,,1,,κατ ιδιαν επηρωτων αυτον,a,,,,,,,,,,,,,,,,,,,,,,"[20928018,20928026)"
422111,F1,20928018,20928024,g,,1,,κατ ιδιαν ηρωτων αυτον,g,,,,,,,,,,,,,,,,,,,,,,"[20928018,20928025)"
422111,F1,20928025,20928025,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20928025,20928026)"
422111,F1,20928026,20928026,a,,1,,οτι,a,,,,,,,,,,,,,,,,,,,,,,"[20928026,20928027)"
422111,F1,20928028,20928036,a,,1,,ημεις ουκ ηδυνηθημεν εκβαλειν αυτο,a,,,,,,,,,,,,,,,,,,,,,,"[20928028,20928037)"
422111,F1,20928028,20928032,a,,1,,ημεις ουκ ηδυνηθημεν,a,,,,,,,,,,,,,,,,,,,,,,"[20928028,20928033)"
422111,F1,20928034,20928036,a,,1,,εκβαλειν αυτο,a,,,,,,,,,,,,,,,,,,,,,,"[20928034,20928037)"
422111,F1,20929007,20929007,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20929007,20929008)"
422111,F1,20929014,20929020,a,,1,,εν ουδενι δυναται εξελθειν,a,,,,,,,,,,,,,,,,,,,,,,"[20929014,20929021)"
422111,F1,20929022,20929024,a,,1,,ει μη,a,,,,,,,,,,,,,,,,,,,,,,"[20929022,20929025)"
422111,F1,20929026,20929029,a,,1,,εν προσευχη,a,,,,,,,,,,,,,,,,,,,,,,"[20929026,20929030)"
422111,F1,20929026,20929026,a,,1,,εν,a,,,,,,,,,,,,,,,,,,,,,,"[20929026,20929027)"
422111,F1,20929029,20929029,b,,1,,και νηστεια,b,,,,,,,,,,,,,,,,,,,,,,"[20929029,20929030)"
422111,F1,20930002,20930006,a,,1,,κακειθεν εξελθοντες παρεπορευοντο,a,,,,,,,,,,,,,,,,,,,,,,"[20930002,20930007)"
422111,F1,20930002,20930004,a,,1,,κακειθεν εξελθοντες,a,,,,,,,,,,,,,,,,,,,,,,"[20930002,20930005)"
422111,F1,20930006,20930006,a,,1,,παρεπορευοντο,a,,,,,,,,,,,,,,,,,,,,,,"[20930006,20930007)"
422111,F1,20930012,20930012,a,,1,,γαλιλαιας,a,,,,,,,,,,,,,,,,,,,,,,"[20930012,20930013)"
422111,F1,20930018,20930018,a,,1,,ηθελεν,a,,,,,,,,,,,,,,,,,,,,,,"[20930018,20930019)"
422111,F1,20930023,20930023,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20930023,20930024)"
422111,F1,20931002,20931016,a,,1,,εδιδασκεν γαρ τους μαθητας αυτου και ελεγεν αυτοις,a,,,,,,,,,,,,,,,,,,,,,,"[20931002,20931017)"
422111,F1,20931006,20931010,a,,1,,τους μαθητας αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[20931006,20931011)"
422111,F1,20931012,20931014,a,,1,,και ελεγεν,a,,,,,,,,,,,,,,,,,,,,,,"[20931012,20931015)"
422111,F1,20931016,20931016,a,,1,,αυτοις,a,,,,,,,,,,,,,,,,,,,,,,"[20931016,20931017)"
422111,F1,20931028,20931028,a,,1,,παραδιδοται,a,,,,,,,,,,,,,,,,,,,,,,"[20931028,20931029)"
422111,F1,20931034,20931034,a,,1,,ανθρωπων,a,,,,,,,,,,,,,,,,,,,,,,"[20931034,20931035)"
422111,F1,20931040,20931040,a,,1,,αυτον,a,,,,,,,,,,,,,,,,,,,,,,"[20931040,20931041)"
422111,F1,20931042,20931052,a,,1,,και αποκτανθεις μετα τρεις ημερας αναστησεται,a,,,,,,,,,,,,,,,,,,,,,,"[20931042,20931053)"
422111,F1,20931044,20931044,a,,1,,αποκτανθεις,a,,,,,,,,,,,,,,,,,,,,,,"[20931044,20931045)"
422111,F1,20931046,20931052,a,,1,,μετα τρεις ημερας αναστησεται,a,,,,,,,,,,,,,,,,,,,,,,"[20931046,20931053)"
422111,F1,20931046,20931050,b,,1,,τη τριτη ημερα,b,,,,,,,,,,,,,,,,,,,,,,"[20931046,20931051)"
422111,F1,20931052,20931052,b,,1,,εγερθησεται,b,,,,,,,,,,,,,,,,,,,,,,"[20931052,20931053)"
422111,F1,20932008,20932010,a,,1,,το ρημα,a,,,,,,,,,,,,,,,,,,,,,,"[20932008,20932011)"
422111,F1,20932012,20932012,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[20932012,20932013)"
422111,F1,20932016,20932018,c,,1,,αυτον ερωτησαι,c,,,,,,,,,,,,,,,,,,,,,,"[20932016,20932019)"
422111,F1,20933002,20933008,a,,1,,και ηλθον εις καφαρναουμ,a,,,,,,,,,,,,,,,,,,,,,,"[20933002,20933009)"
422111,F1,20933002,20933002,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[20933002,20933003)"
422111,F1,20933004,20933004,a,,1,,ηλθον,a,,,,,,,,,,,,,,,,,,,,,,"[20933004,20933005)"
422111,F1,20933010,20933010,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[20933010,20933011)"
422111,F1,20933014,20933014,a,,1,,τη,a,,,,,,,,,,,,,,,,,,,,,,"[20933014,20933015)"
422111,F1,20933020,20933020,a,,1,,επηρωτα,a,,,,,,,,,,,,,,,,,,,,,,"[20933020,20933021)"
422111,F1,20933022,20933022,a,,1,,αυτους,a,,,,,,,,,,,,,,,,,,,,,,"[20933022,20933023)"
422111,F1,20933024,20933024,a,,1,,τι,a,,,,,,,,,,,,,,,,,,,,,,"[20933024,20933025)"
422111,F1,20933032,20933032,h,,1,,διελεχθητε προς εαυτους,h,,,,,,,,,,,,,,,,,,,,,,"[20933032,20933033)"
422111,F1,20934006,20934006,a,,1,,εσιωπων,a,,,,,,,,,,,,,,,,,,,,,,"[20934006,20934007)"
422111,F1,20934012,20934012,a,,1,,γαρ,a,,,,,,,,,,,,,,,,,,,,,,"[20934012,20934013)"
422111,F1,20934014,20934020,d,,1,,διηνεχθησαν εν τη οδω,d,,,,,,,,,,,,,,,,,,,,,,"[20934014,20934021)"
422111,F1,20934022,20934024,a,,1,,τις μειζων,a,,,,,,,,,,,,,,,,,,,,,,"[20934022,20934025)"
422111,F1,20934024,20934024,a,,1,,μειζων,a,,,,,,,,,,,,,,,,,,,,,,"[20934024,20934025)"
422111,F1,20935002,20935002,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[20935002,20935003)"
422111,F1,20935010,20935010,a,,1,,δωδεκα,a,,,,,,,,,,,,,,,,,,,,,,"[20935010,20935011)"
422111,F1,20935012,20935038,a,,1,,και λεγει αυτοις ει τις θελει πρωτος ειναι εσται παντων εσχατος και παντων διακονος,a,,,,,,,,,,,,,,,,,,,,,,"[20935012,20935039)"
422111,F1,20935014,20935014,a,,1,,λεγει,a,,,,,,,,,,,,,,,,,,,,,,"[20935014,20935015)"
422111,F1,20935026,20935026,a,,1,,ειναι,a,,,,,,,,,,,,,,,,,,,,,,"[20935026,20935027)"
422111,F1,20935028,20935028,a,,1,,εσται,a,,,,,,,,,,,,,,,,,,,,,,"[20935028,20935029)"
422111,F1,20935032,20935038,a,,1,,εσχατος και παντων διακονος,a,,,,,,,,,,,,,,,,,,,,,,"[20935032,20935039)"
422111,F1,20935032,20935036,b,,1,,,b,,,,,,,,,,,,,,,,,,,,,,"[20935032,20935037)"
422111,F1,20935036,20935036,zu,,1,,,zu,,,,,,,,,,,,,,,,,,,,,,"[20935036,20935037)"
422111,F1,20935038,20935038,a,,1,,διακονος,a,,,,,,,,,,,,,,,,,,,,,,"[20935038,20935039)"
422111,F1,20936004,20936004,a,,1,,λαβων,a,,,,,,,,,,,,,,,,,,,,,,"[20936004,20936005)"
422111,F1,20936005,20936005,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20936005,20936006)"
422111,F1,20936010,20936014,a,,1,,αυτο εν μεσω,a,,,,,,,,,,,,,,,,,,,,,,"[20936010,20936015)"
422111,F1,20936010,20936010,b,,1,,,b,,,,,,,,,,,,,,,,,,,,,,"[20936010,20936011)"
422111,F1,20936012,20936014,a,,1,,εν μεσω,a,,,,,,,,,,,,,,,,,,,,,,"[20936012,20936015)"
422111,F1,20936016,20936016,a,,1,,αυτων,a,,,,,,,,,,,,,,,,,,,,,,"[20936016,20936017)"
422111,F1,20936020,20936020,a,,1,,εναγκαλισαμενος,a,,,,,,,,,,,,,,,,,,,,,,"[20936020,20936021)"
422111,F1,20936022,20936022,a,,1,,αυτο,a,,,,,,,,,,,,,,,,,,,,,,"[20936022,20936023)"
422111,F1,20936024,20936024,b,,1,,λεγει,b,,,,,,,,,,,,,,,,,,,,,,"[20936024,20936025)"
422111,F1,20936026,20936026,a,,1,,αυτοις,a,,,,,,,,,,,,,,,,,,,,,,"[20936026,20936027)"
422111,F1,20937002,20937004,a,,1,,ος αν,a,,,,,,,,,,,,,,,,,,,,,,"[20937002,20937005)"
422111,F1,20937006,20937012,a,,1,,εν των τοιουτων παιδιων,a,,,,,,,,,,,,,,,,,,,,,,"[20937006,20937013)"
422111,F1,20937006,20937006,a,,1,,εν,a,,,,,,,,,,,,,,,,,,,,,,"[20937006,20937007)"
422111,F1,20937008,20937008,a,,1,,των,a,,,,,,,,,,,,,,,,,,,,,,"[20937008,20937009)"
422111,F1,20937010,20937012,a,,1,,τοιουτων παιδιων,a,,,,,,,,,,,,,,,,,,,,,,"[20937010,20937013)"
422111,F1,20937016,20937016,a,,1,,επι,a,,,,,,,,,,,,,,,,,,,,,,"[20937016,20937017)"
422111,F1,20937020,20937022,a,,1,,ονοματι μου,a,,,,,,,,,,,,,,,,,,,,,,"[20937020,20937023)"
422111,F1,20937024,20937044,a,,1,,εμε δεχεται και ος αν εμε δεχηται ουκ εμε δεχεται αλλα,a,,,,,,,,,,,,,,,,,,,,,,"[20937024,20937045)"
422111,F1,20937028,20937028,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[20937028,20937029)"
422111,F1,20937030,20937044,a,,1,,ος αν εμε δεχηται ουκ εμε δεχεται αλλα,a,,,,,,,,,,,,,,,,,,,,,,"[20937030,20937045)"
422111,F1,20937032,20937036,a,,1,,αν εμε δεχηται,a,,,,,,,,,,,,,,,,,,,,,,"[20937032,20937037)"
422111,F1,20937034,20937034,a,,1,,εμε,a,,,,,,,,,,,,,,,,,,,,,,"[20937034,20937035)"
422111,F1,20937036,20937036,c,,1,,δεξηται,c,,,,,,,,,,,,,,,,,,,,,,"[20937036,20937037)"
422111,F1,20937038,20937044,a,,1,,ουκ εμε δεχεται αλλα,a,,,,,,,,,,,,,,,,,,,,,,"[20937038,20937045)"
422111,F1,20937042,20937042,a,,1,,δεχεται,a,,,,,,,,,,,,,,,,,,,,,,"[20937042,20937043)"
422111,F1,20937044,20937044,a,,1,,αλλα,a,,,,,,,,,,,,,,,,,,,,,,"[20937044,20937045)"
422111,F1,20937048,20937048,a,,1,,αποστειλαντα,a,,,,,,,,,,,,,,,,,,,,,,"[20937048,20937049)"
422111,F1,20938002,20938008,j,,1,,απεκριθη δε αυτω ιωαννης και λεγει,j,,,,,,,,,,,,,,,,,,,,,,"[20938002,20938009)"
422111,F1,20938010,20938010,b,,1,,,b,,,,,,,,,,,,,,,,,,,,,,"[20938010,20938011)"
422111,F1,20938012,20938012,a,,1,,ειδομεν,a,,,,,,,,,,,,,,,,,,,,,,"[20938012,20938013)"
422111,F1,20938016,20938026,a,,1,,εν τω ονοματι σου εκβαλλοντα δαιμονια,a,,,,,,,,,,,,,,,,,,,,,,"[20938016,20938027)"
422111,F1,20938016,20938016,a,,1,,εν,a,,,,,,,,,,,,,,,,,,,,,,"[20938016,20938017)"
422111,F1,20938024,20938026,a,,1,,εκβαλλοντα δαιμονια,a,,,,,,,,,,,,,,,,,,,,,,"[20938024,20938027)"
422111,F1,20938028,20938040,i,,1,,ος ουκ ακολουθει ημιν και εκωλυομεν αυτον,i,,,,,,,,,,,,,,,,,,,,,,"[20938028,20938041)"
422111,F1,20939002,20939009,a,,1,,ο δε ιησους ειπεν,a,,,,,,,,,,,,,,,,,,,,,,"[20939002,20939010)"
422111,F1,20939006,20939006,c,,1,,,c,,,,,,,,,,,,,,,,,,,,,,"[20939006,20939007)"
422111,F1,20939009,20939009,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20939009,20939010)"
422111,F1,20939012,20939012,a,,1,,κωλυετε,a,,,,,,,,,,,,,,,,,,,,,,"[20939012,20939013)"
422111,F1,20939014,20939014,a,,1,,αυτον,a,,,,,,,,,,,,,,,,,,,,,,"[20939014,20939015)"
422111,F1,20939016,20939034,a,,1,,ουδεις γαρ εστιν ος ποιησει δυναμιν επι τω ονοματι μου,a,,,,,,,,,,,,,,,,,,,,,,"[20939016,20939035)"
422111,F1,20939023,20939023,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20939023,20939024)"
422111,F1,20939024,20939024,a,,1,,ποιησει,a,,,,,,,,,,,,,,,,,,,,,,"[20939024,20939025)"
422111,F1,20939028,20939028,b,,1,,εν,b,,,,,,,,,,,,,,,,,,,,,,"[20939028,20939029)"
422111,F1,20939038,20939038,a,,1,,δυνησεται,a,,,,,,,,,,,,,,,,,,,,,,"[20939038,20939039)"
422111,F1,20939040,20939044,d,,1,,με κακολογησαι,d,,,,,,,,,,,,,,,,,,,,,,"[20939040,20939045)"
422111,F1,20940004,20940004,a,,1,,γαρ,a,,,,,,,,,,,,,,,,,,,,,,"[20940004,20940005)"
422111,F1,20940012,20940016,a,,1,,ημων υπερ ημων,a,,,,,,,,,,,,,,,,,,,,,,"[20940012,20940017)"
422111,F1,20940017,20940017,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20940017,20940018)"
422111,F1,20941002,20941006,a,,1,,ος γαρ αν,a,,,,,,,,,,,,,,,,,,,,,,"[20941002,20941007)"
422111,F1,20941008,20941008,a,,1,,ποτιση,a,,,,,,,,,,,,,,,,,,,,,,"[20941008,20941009)"
422111,F1,20941013,20941013,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20941013,20941014)"
422111,F1,20941016,20941018,a,,1,,εν ονοματι,a,,,,,,,,,,,,,,,,,,,,,,"[20941016,20941019)"
422111,F1,20941019,20941019,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[20941019,20941020)"
422111,F1,20941020,20941032,a,,1,,οτι χριστου εστε αμην λεγω υμιν οτι,a,,,,,,,,,,,,,,,,,,,,,,"[20941020,20941033)"
