hsnr,hs,begadr,endadr,labez,labezsuf,certainty,lemma,lesart,labezorig,labezsuforig,suffix2,kontrolle,fehler,suff,vid,vl,korr,lekt,komm,anfalt,endalt,labezalt,lasufalt,base,over,comp,over1,comp1,printout,category,passage
422111,F1,20804018,20804032,yg,,1,,ωδε δυνησεται τις χορτασαι αυτους αρτων επ ερημιας,yg,,,,,,,,,,,,,,,,,,,,,,"[20804018,20804033)"
422111,F1,21617026,21618008,b,,1,,γλωσσαις λαλησουσιν καιναις και εν ταις χερσιν,b,,,,,,,,,,,,,,,,,,,,,,"[21617026,21618009)"
